state,original_ap_score,logit_ap_score,rf_ap_score
Tennessee,0.3050033878163303,0.2720171397258492,0.3878668199198764
Alabama,0.1479122014596224,0.1310482678168892,0.3815960034577585
Nebraska,0.2235978912958208,0.2414654398863589,0.3639044237823314
Oregon,0.3504605859257022,0.3504580311112672,0.3632181626318318
Nevada,0.119152821109019,0.1306269322653269,0.3538873525448847
West_Virginia,0.0775994987136855,0.0759903103349004,0.3535468013984078
Louisiana,0.2030724284624558,0.1983723446524459,0.3511066799709867
Montana,0.2044513209974424,0.2049936866203151,0.3306416009050417
Georgia,0.1919610917379748,0.1890470918650455,0.3298646924289788
Indiana,0.2580294974032311,0.2521383057776994,0.3254786300704798
Texas,0.0851968486469273,0.0851463473460961,0.3204021024614749
Ohio,0.1813372582791995,0.1831219270850874,0.3023029190333548
Florida,0.1845267657194124,0.1949450604995516,0.2925267987948657
Washington,0.0531884590064313,0.0536645260110733,0.2848970204351761
Maine,0.1263655148600645,0.1298962355545314,0.2709627587363132
Michigan,0.2358208108119178,0.1957665357710331,0.270159380708703
South_Carolina,0.2281960188539744,0.2116847291234345,0.2632083070682705
New_Mexico,0.1656977240266365,0.1655607721585341,0.2593924884282995
Mississippi,0.1834846861225537,0.1771539117448395,0.2553138654596145
Iowa,0.1531443511818462,0.1557972486931505,0.2437376884233196
Oklahoma,0.275921833561231,0.2713078149347831,0.2378899228788027
Arkansas,0.1861266506862204,0.1997340351616991,0.2330929935809383
Delaware,0.0942067401192782,0.1041834570110534,0.2139495324282662
Kentucky,0.1251521304289868,0.1213290155154211,0.1967933308923762
Colorado,0.0607159700852715,0.0623070371281688,0.1959487444398412
Alaska,0.0789921266938484,0.0817874698279966,0.1922097364716422
Arizona,0.1434844195980384,0.1427207675854809,0.1767784241407261
Idaho,0.1595935909432072,0.1557581073125763,0.1761894723575272
Illinois,0.1827607656555589,0.177383259643198,0.1735308679617128
Utah,0.1797722270189589,0.1739132629756597,0.1644238632061806
Connecticut,0.2583096508578218,0.25933424812253,0.1618186816914302
Minnesota,0.0639587873549382,0.0568600114554869,0.152288559009258
North_Dakota,0.1519653691531169,0.1433193743882364,0.1476780852250597
Virginia,0.1016731116046474,0.0941526693123824,0.1442551118639912
Missouri,0.1953619372372635,0.1883362770704545,0.1389988363461936
Wisconsin,0.1286557187750933,0.1272466221696777,0.1368955358920109
Hawaii,0.0288701567583555,0.0323284764770673,0.1354377247442663
Pennsylvania,0.0955426521865685,0.0701436175964866,0.1148524993217822
California,0.0713587986797694,0.0716312746798573,0.1125660509460874
New_Jersey,0.1161702364086528,0.1209969845152635,0.0850156439440187
South_Dakota,0.0559033669459831,0.0525945350152158,0.0809101489891997
Massachusetts,0.0486869356443823,0.0471595980135929,0.0744607141808991
Kansas,0.061993651120485,0.0602478150924563,0.0739601550960502
Maryland,0.095317473952875,0.1003093816636599,0.0733172803279096
North_Carolina,0.0501348920841632,0.0491738194183666,0.0625108155106229
New_York,0.0973054070112893,0.0979332849891225,0.0596291980019091
Rhode_Island,0.0643256764873956,0.0638912456100933,0.0558108348797002
New_Hampshire,0.0509813760353717,0.0494690626206121,0.0474894262600803
Vermont,0.0165524643418418,0.0167946640300197,0.0213564818992691
Wyoming,0.0127281035174963,0.0133212362259258,0.0152224171736592
